POI,이름,총 리뷰수,평균평점,주소,경도,위도,링크,거리
POI22,소인국테마파크,1020,4.142857142857142,제주특별자치도 서귀포시 안덕면 서광리 725,126.32255150876274,33.29056051848806,http://place.map.kakao.com/11330871,3.1373376637161225
POI22,성이시돌목장,1020,4.12962962962963,제주특별자치도 제주시 한림읍 금악리 142,126.327321076199,33.3477698762559,http://place.map.kakao.com/11131088,4.435871088154324
POI22,노리매공원,650,4.113043478260869,제주특별자치도 서귀포시 대정읍 구억리 654-1,126.287339303265,33.283114676288,http://place.map.kakao.com/19265298,3.0814945260500624
POI23,제주 4.3 평화공원,1020,4.695454545454545,제주특별자치도 제주시 봉개동 237-2,126.617926781579,33.4512683466763,http://place.map.kakao.com/8067272,1.4835588848171146
POI23,절물오름 제주,159,4.666666666666667,제주특별자치도 제주시 봉개동 산 78-1,126.62670786504,33.4338805890631,http://place.map.kakao.com/241119078,2.8494760407640363
POI23,한라생태숲,1020,4.536842105263157,제주특별자치도 제주시 용강동 산 14-1,126.597699641656,33.4312933427524,http://place.map.kakao.com/11426355,1.861615074291839
POI23,절물자연휴양림,1020,4.518181818181819,제주특별자치도 제주시 봉개동 산 78-1,126.628011263739,33.4391525898214,http://place.map.kakao.com/8067359,2.7692760630667332
POI23,아침미소목장,1020,4.309523809523809,제주특별자치도 제주시 월평동 155,126.58601576921502,33.454756991032646,http://place.map.kakao.com/12697401,2.1292552319835427
POI23,제주레포츠랜드,1020,4.289999999999999,제주특별자치도 제주시 조천읍 와흘리 870,126.6387551242765,33.48206819907232,http://place.map.kakao.com/11714326,4.845164987448229
POI23,마방목지,978,4.140740740740741,제주특별자치도 제주시 용강동 산 14-34,126.60359603464576,33.42763738125047,http://place.map.kakao.com/27012212,2.0356786373792617
POI23,제주양떼목장,580,4.066666666666667,제주특별자치도 제주시 봉개동 847-1,126.606373355408,33.4659896300246,http://place.map.kakao.com/1368074266,1.5379376107364644
POI24,스누피가든,1020,4.709090909090909,제주특별자치도 제주시 구좌읍 송당리 2303-1,126.779667502934,33.4433592216395,http://place.map.kakao.com/852041742,1.7035616209749005
POI24,따라비 오름,687,4.62,제주특별자치도 서귀포시 표선면 가시리 산 63,126.752858386101,33.3887069884228,http://place.map.kakao.com/25036598,4.192297037296915
POI24,보롬왓,1020,4.280952380952381,제주특별자치도 서귀포시 표선면 성읍리 3229-4,126.75249576943,33.4134970849722,http://place.map.kakao.com/215604458,2.451370680772515
POI24,알프스승마장포니,117,4.211764705882352,제주특별자치도 서귀포시 표선면 성읍리 475,126.802740754269,33.3985409799657,http://place.map.kakao.com/18647283,4.530439959508311
POI24,낙타트래킹 제주,349,4.118181818181818,제주특별자치도 서귀포시 표선면 성읍리 2684,126.778643630857,33.4026982602717,http://place.map.kakao.com/265774663,2.5605872020352294
